'A'ali'i
'Aiakanene
'Awapuhi
Octopus Tree
Ohelo 'Ai
Ohelo Kau La'au
Ohelo, Tree
Ohi'a 'Ai
Ohi'a Lehua
Ohia
Oilcloth-flower
Ola'a
Old World Forkedfern
Oleander, Yellow
Olohua
Orchid, Bamboo
Orchid, Chinese Ground
Orchid, Malaysian
Orchid, Nun's
Orchid, Nun's-hood
Orchid, Philippine Ground
Ornamental Banana
Otaheite-apple
Ox-Eye, Creeping
Oxalis, Lilac
Pacific Rosewood
Pagoda Flower
Pagoda Tree
Painted Nettle
Palm Grass
Palm, Alexandra
Palm, Coconut
Palm, King
Palm, Northern Bangalow
Palma Christi
Palmgrass
Pandan
Pandanus
Papaya
Paper Plume
Parakeet Flower
Parakeet Heliconia
Parakeetflower
Parrot's Beak
Parrot's Flower
Parrot's Plant
Passion Flower, Vine-Leaf
Passion Fruit, Grape-leaved
Passion Fruit, Yellow
Passionflower, Crimson
Passionflower, Perfumed
Passionfruit, Yellow
Pawpaw
Pea Bean, Wild
Pea, Cow
Pea, Jequirity
Pea, Rosary
Peacocksplume
Pearl Flower
Pearlflower
Pengua
Pepper-tree, Brazilian
Pepper, Brazilian
Peppertree, Brazilian
Perfumed Passionflower
Phasey Bean
Philippine Ground Orchid
Philippine Waxflower
Philodendron, Split-leaf
Pi`oi
Pine, Australian
Pine, Cook
Pine, New Caledonia
Pineapple
Pineapple Ginger
Pineapple Tree
Pineapple, Red
Pineapple, Wild
Pinecone Ginger
Pink Knotweed
Pink Porcelain Lily
Pink Wood Sorrel
Pink Woodsorrel
Pinkfringe
Pinkhead Knotweed
Pinkhead Smartweed
Pitch Apple
Pitpit, Hailans
Pitpit, Highland
Pitpit, Short
Pleomele
Pluchea
Plumbago
Plumbago, Cape
Plumeria, Mexican
Plumeria, Red
Plumeria, Singapore
Poinciana, Royal
Pokalakala
Poloka
Polopolo
Pomerac
Popinac, White
Popolo
Popolohua
Poppy, Beach
Poppy, Hawaiian
Porcelain Lily, Pink
Porterweed
Portia Tree
Potato Yam
Potato, Air
Pothos
Pothos Vine, Golden
Pothos, Golden
Precatory Bean
Prickly Florida Blackberry
Prickly Poppy, Hawaiian
Pricklypoppy, Smooth
Primrose-willow, Mexican
Primrose, Willow
Princess Flower
Princess-flower
Pu Hala
Pua Aloalo
Pua Kala
Puakala
Pukiawe
Punene
Purple Bush-bean
Purple Bushbean
Purple Glory Bush
Purple Plague
Queen of the Night
Ragleaf, Redflower
Rasp Fern
Raspberry, Roseleaf
Raspberry, West Indian
Rat's Tail
Rattle Shaker
Rattleshaker, Yellow
Rattlesnake Ginger
Rattlesnake Plant
Red Barleria
Red Cane
Red Ginger
Red Hibiscus
Red Mangrove
Red Pineapple
Red Plumeria
Red Tower Ginger
Red Wax Ginger
Redflower Ragleaf
Reflexed Dracaena
Ringworm Bush
Ringworm Senna
Rosary Pea
Rosarypea
Rose Apple
Rose Grape
Rose-leaf Bramble
Roseleaf Raspberry
Rosemallow, Brackenridge's
Rosemallow, Fringed
Rosewood, Pacific
Royal Poinciana
Salad Fruit
Sanchezia
Sau, Moluccan
Sawtooth Blackberry
Scarlet Spiral Flag
Schefflera
Scotch Attorney
Screw Pine
Screwpine, Tahitian
Screwpine, Textile
Screwpine, Thatch
Sea Bean
Sea Grape
Sea Hibiscus
Seabean
Seagrape
Seaside Mahoe
Seedbox
Senna, Candlestick
Senna, Ringworm
Sensitive Plant
Shameplant
Shampoo Ginger
Shell Ginger
Shellflower
Shellplant
Sheoak, Beach
Shoeblackplant
Short Pitpit
Showy Medinilla
Shrimp Plant, White
Signature Tree
Silk Oak
Silk-grass Goldenaster
Silkoak
Silky Oak
Silky-oak, Australian
Silver Geranium
Silver Oak
Singapore Daisy
Singapore Graveyard Flower
Singapore Plumeria
Siratro
Skeleton Hibiscus
Skunk Vine
Skunkvine
Sleeping Hibiscus
Sleepy Mallow
Small Bush Violet
Small Chinese Violet
Small-flowered Nightshade
Smartweed, Pinkhead
Smooth Pricklypoppy
Snakeweed
Snapdragon, Brazilian
Snow Bush
Snowbush
Soap Bush
Soapbush
Song of India
Sorrel, Large-flowered Pink
Sourbush
Spanish Arborvine
Spanish Woodbine
Spiral Flag, Scarlet
Spiral Ginger
Spiral Ginger, Giant
Split-leaf Philodendron
Spreading Dayflower
Squirrel Tail
Squirrel's Tail
Staghorn Clubmoss
Staghorn, False
Star Flower
Star of Bethlehem
Star-of-Bethlehem
Stink Grass, Brazilian
Stink Vine
Stinkvine
Strawberry Guava
Sugar Cane
Sugarcane
Sumac, Hawaiian
Sweet Clock-vine
Swiss Cheese Plant
Tahitian Screwpine
Tail Flower
Tamarind, Horse
Taro Vine
Tarovine
Tasselflower, Florida
Tasselflower, Lilac
Telegraph Weed
Telegraphweed
Templetree
Textile Screwpine
Thatch Screwpine
Thimbleberry
Thimbleweed, Japanese
Three-lobe Morning-glory
Three-lobed Morning-glory
Thunbergia, Large-flowered
Thunbergia, White
Ti
Ti Plant
Tibouchina
Tick Trefoil, Greenleaf
Ticktrefoil, Greenleaf
Tiplant
Tongavine, Centipede
Toothedthread, Mottled
Torch Ginger
Torch-ginger
Tourist Pineapple
Tower Ginger, Red
Trailing Daisy
Tree Fern, Hawaiian
Tree Ohelo
Tropical Hibiscus
Tropical White Morning-glory
Trumpet Tree
Trumpet Vine, Blue
Tubeflower
Tulip Tree, African
Tulip Tree, Indian
Tuliptree, African
Turk's Cap
Turk's Turban
Turk's Turbin
Twelve Apostles
'Ulu
Ulu
Uluhe
Umbrella Tree
Velvet Dock
Velvet Plant
Velvet Tree
Velvetberry
Vine-Leaf Passion Flower
Violet, Small Chinese
Walnut, Indian
Wart Fern
Water Lettuce
Water-lettuce
Water-primrose, Narrow-leaf
Wawae'iole
Wax Ginger, Indonesian
Wax Ginger, Red
Waxflower, Philippine
Wedelia
West Indian Raspberry
White Clock-vine
White Garland-lily
White Ginger
White Ice Calathea
White Lady
White Leadtree
White Moth Mullein
White Popinac
White Shrimp Plant
White Thunbergia
Whitelady
Whiteweed
Wild Bush Bean
Wild Bushbean
Wild Canna
Wild Ginger
Wild Pea Bean
Wild Pineapple
Willow Primrose
Windflower, Japanese
Windowleaf
Wood Rose
Wood Sorrel, Pink
Wood-rose, Hawaiian
Woodbine, Spanish
Woodrose
Woodsorrel, Pink
Woolly Mullein
Yam, Aerial
Yam, Air
Yam, Bitter
Yam, Potato
Yellow Allamanda
Yellow Ginger
Yellow Hibiscus, Native
Yellow Morning-glory
Yellow Oleander
Yellow Passion Fruit
Yellow Passionfruit
Yellow Rattleshaker
